2x4_Yellow,0,0,0,0,0,0,1,0
2x4_Blue,-0.9,0.6,0,0,0,0,1,1.081665
2x4_Green,0.9,0.6,0,0,0,0,1,1.081665
2x4_Green,-1.35,1.2,0,0,0,0,1,1.806239
2x4_Yellow,0.45,1.2,0,0,0,0,1,1.281601
2x2_Blue,1.8,1.2,0,0,0,0,1,2.163331
2x2_Blue,-1.8,1.8,0,0,0,0,1,2.545584
2x2_Green,-1.8,2.4,0,0,0,0,1,3
2x4_Blue,-0.45,1.8,0,0,0.7071068,0,0.7071068,1.855398
2x4_Green,-0.45,2.4,0,0,0.7071068,0,0.7071068,2.441823
2x4_Blue,-0.45,3,0,0,0.7071068,0,0.7071068,3.033562
2x4_Green,1.35,1.8,0,0,0.7071068,0,0.7071068,2.25
2x4_Blue,1.35,2.4,0,0,0.7071068,0,0.7071068,2.753634


