2x2_Yellow,-0.45,0,-0.45,0,0,0,1,0
2x2_Yellow,1.35,0,-0.45,0,0,0,1,1.8
2x4_Blue,0.45,0.6,-0.45,0,0,0,1,1.081665
2x4_Yellow,1.8,1.2,-0.45,0,0,0,1,2.55
2x2_Blue,1.35,1.8,-0.45,0,0,0,1,2.545584


2x2_Yellow,-0.9,0,-0.9,0,0,0,1,0
2x2_Yellow,0.9,0,-0.9,0,0,0,1,1.8
2x4_Blue,0,0.6,-0.9,0,0,0,1,1.081665
2x4_Yellow,0.9,1.2,-0.9,0,0,0,1,2.163331
2x2_Blue,0.45,1.8,-0.9,0,0,0,1,2.25


2x2_Yellow,-1.35,0,-0.45,0,0,0,1,1.8
2x2_Blue,0.45,0,-0.45,0,0,0,1,0
2x4_Green,-0.45,0.6,-0.45,0,0,0,1,1.081665
2x4_Red,0.9,1.2,-0.45,0,0,0,1,1.281601
2x2_Yellow,0.45,1.8,-0.45,0,0,0,1,1.8


2x2_Green,-0.9,0,-0.45,0,0,0,1,0
2x2_Green,0.9,0,-0.45,0,0,0,1,1.8
2x4_Blue,0,0.6,-0.45,0,0,0,1,1.081665
2x4_Green,1.35,1.2,-0.45,0,0,0,1,2.55
2x2_Blue,0.9,1.8,-0.45,0,0,0,1,2.545584


