2x2_Yellow,0,0,-0.45,0,0,0,1,0
2x2_Blue,0,0.6,-0.45,0,0,0,1,0.6
2x4_Yellow,0,1.2,-0.45,0,0,0,1,1.2
2x4_Blue,0,1.8,-0.45,0,0,0,1,1.8
2x2_Yellow,-0.45,2.4,-0.45,0,0,0,1,2.441823
2x4_Blue,-0.9,3,-0.45,0,0,0,1,3.132092
2x2_Yellow,-0.45,3.6,-0.45,0,0,0,1,3.628016


2x2_Red,0,0,-0.45,0,0,0,1,0
2x2_Blue,0,0.6,-0.45,0,0,0,1,0.6
2x4_Red,0,1.2,-0.45,0,0,0,1,1.2
2x4_Blue,0,1.8,-0.45,0,0,0,1,1.8
2x2_Red,-0.45,2.4,-0.45,0,0,0,1,2.441823
2x4_Blue,-0.9,3,-0.45,0,0,0,1,3.132092
2x2_Red,-0.45,3.6,-0.45,0,0,0,1,3.628016


