2x4_Blue,-0.45,0,-0.9,0,0,0,1,0
2x4_Yellow,1.35,0,-0.9,0,0,0,1,1.8
2x2_Blue,1.8,0.6,-0.9,0,0,0,1,2.328626
2x2_Yellow,-0.9,0.6,-0.9,0,0,0,1,0.75
2x2_Blue,-0.9,1.2,-0.9,0,0,0,1,1.281601
2x2_Yellow,1.8,1.2,-0.9,0,0,0,1,2.55
2x4_Blue,1.35,1.8,-0.9,0,0,0,1,2.545584
2x4_Yellow,-0.45,1.8,-0.9,0,0,0,1,1.8
2x4_Red,0.45,2.4,-0.9,0,0,0,1,2.563201
2x4_Yellow,2.25,2.4,-0.9,0,0,0,1,3.612478
2x4_Blue,-1.35,2.4,-0.9,0,0,0,1,2.563201
2x4_Yellow,-0.45,3,-0.9,0,0,0,1,3
2x4_Blue,1.35,3,-0.9,0,0,0,1,3.498571
2x4_Red,0.45,3.6,-0.9,0,0,0,1,3.710795


2x4_Yellow,0,0,0,0,0,0,1,1.35
2x2_Blue,1.35,0,0,0,0,0,1,0
2x2_Blue,-1.35,0,0,0,0,0,1,2.7
2x2_Green,-1.35,0.6,0,0,0,0,1,2.765863
2x2_Green,1.35,0.6,0,0,0,0,1,0.6
2x4_Red,-0.9,1.2,0,0,0,0,1,2.55
2x4_Yellow,0.9,1.2,0,0,0,0,1,1.281601
2x4_Blue,-1.8,1.8,0,0,0,0,1,3.628016
2x4_Blue,1.8,1.8,0,0,0,0,1,1.855398
2x4_Green,0,1.8,0,0,0,0,1,2.25
2x4_Red,-0.9,2.4,0,0,0,0,1,3.289757
2x4_Yellow,0.9,2.4,0,0,0,0,1,2.441823
2x4_Green,0,3,0,0,0,0,1,3.289757


2x4_Blue,0,0,0,0,0,0,1,1.35
2x2_Yellow,-1.35,0,0,0,0,0,1,0
2x2_Yellow,1.35,0,0,0,0,0,1,2.7
2x2_Blue,-1.35,0.6,0,0,0,0,1,0.6
2x2_Blue,1.35,0.6,0,0,0,0,1,2.765863
2x4_Yellow,-0.9,1.2,0,0,0,0,1,1.281601
2x4_Green,0.9,1.2,0,0,0,0,1,2.55
2x4_Blue,-1.8,1.8,0,0,0,0,1,1.855398
2x4_Yellow,1.8,1.8,0,0,0,0,1,3.628016
2x2_Green,-0.45,1.8,0,0,0,0,1,2.012461
2x2_Blue,0.45,1.8,0,0,0,0,1,2.545584
2x4_Yellow,-0.9,2.4,0,0,0,0,1,2.441823
2x4_Green,0.9,2.4,0,0,0,0,1,3.289757
2x4_Blue,0,3,0,0,0,0,1,3.289757


2x4_Green,0.9,0,-0.45,0,0,0,1,0
2x4_Blue,-0.9,0,-0.45,0,0,0,1,1.8
2x2_Blue,1.35,0.6,-0.45,0,0,0,1,0.7499999
2x2_Green,-1.35,0.6,-0.45,0,0,0,1,2.328626
2x2_Blue,-1.35,1.2,-0.45,0,0,0,1,2.55
2x2_Green,1.35,1.2,-0.45,0,0,0,1,1.281601
2x4_Blue,0.9,1.8,-0.45,0,0,0,1,1.8
2x4_Green,-0.9,1.8,-0.45,0,0,0,1,2.545584
2x4_Blue,-1.8,2.4,-0.45,0,0,0,1,3.612478
2x4_Green,1.8,2.4,-0.45,0,0,0,1,2.563201
2x4_Yellow,0,2.4,-0.45,0,0,0,1,2.563201
2x4_Green,-0.9,3,-0.45,0,0,0,1,3.498571
2x4_Blue,0.9,3,-0.45,0,0,0,1,3
2x4_Yellow,0,3.6,-0.45,0,0,0,1,3.710795


