2x4,-0.9,0,-0.9,0,0.7071068,0,0.7071068,1.423025
2x4,0.45,0,-0.45,0,0,0,1,0
2x4,1.8,0,-0.9,0,0.7071068,0,0.7071068,1.423025
2x4,-0.45,0.6,-0.45,0,0,0,1,1.081665
2x4,1.35,0.6,-0.45,0,0,0,1,1.081665
2x2,-0.9,1.2,-0.45,0,0,0,1,1.806239
2x2,1.8,1.2,-0.45,0,0,0,1,1.806239
2x2,1.8,1.8,-0.45,0,0,0,1,2.25
2x2,-0.9,1.8,-0.45,0,0,0,1,2.25
2x4,1.8,2.4,-0.9,0,0.7071068,0,0.7071068,2.790161
2x4,-0.9,2.4,-0.9,0,0.7071068,0,0.7071068,2.790161
2x4,-0.45,3,-1.35,0,0,0,1,3.258834
2x4,1.35,3,-1.35,0,0,0,1,3.258834
2x2,0.45,3.6,-1.35,0,0,0,1,3.710795
2x2,1.8,3.6,-1.35,0,0,0,1,3.948734
2x2,-0.9,3.6,-1.35,0,0,0,1,3.948734
