2x2,0.45,0.6,0.9,0,0,0,1,0.6
2x4,1.35,1.2,0.9,0,0,0,1,1.5
2x2,2.25,0.6,0.9,0,0,0,1,1.897367
2x2,0.45,0,0.9,0,0,0,1,0
2x2,2.25,0,0.9,0,0,0,1,1.8
2x2,0,1.2,0.9,0,0,0,1,1.281601
2x4,3.15,1.2,0.9,0,0,0,1,2.954657
2x2,4.05,0.6,0.9,0,0,0,1,3.649657
2x2,4.05,0,0.9,0,0,0,1,3.6
2x2,4.5,1.2,0.9,0,0,0,1,4.224039
2x4,0.9,1.8,0.9,0,0,0,1,1.855398
2x2,-0.45,1.8,0.9,0,0,0,1,2.012461
2x4,2.7,1.8,0.9,-1.000444E-10,9.322321E-12,3.72529E-09,1,2.881406
2x4,4.5,1.8,0.9,0,0,0,1,4.431986
2x2,4.95,2.4,0.9,0,0,0,1,5.1
2x4,5.4,3,0.9,0,0,0,1,5.788134
2x4,5.4,3.6,0.9,0,0,0,1,6.120662
2x2,3.6,2.4,0.9,0,0,0,1,3.960114
2x2,1.8,2.4,0.9,0,0,0,1,2.753634
2x2,-0.45,2.4,0.9,0,0,0,1,2.563201
2x4,-0.9,3,0.9,0,0,0,1,3.289757
2x2,4.95,4.2,0.9,0,0,0,1,6.155485
2x2,-1.35,3.6,0.9,0,0,0,1,4.024922
