2x4_Yellow,0.9,0,-0.9,0,0,0,1,0
2x2_Yellow,-0.9,0,-0.9,0,0,0,1,1.8
2x4_Blue,-0.45,0.6,-0.9,0,0,0,1,1.477329
2x4_Red,0.9,0.6,-0.9,0,0.7071068,0,0.7071068,0.6
2x2_Blue,1.8,0.6,-0.9,0,0,0,1,1.081665
2x4_Yellow,0.9,1.2,-0.9,0,0,0,1,1.2
2x2_Yellow,-0.9,1.2,-0.9,0,0,0,1,2.163331
2x2_Blue,0.45,1.8,-0.9,0,0,0,1,1.855398


2x4_Yellow,0.9,0,-0.45,0,0,0,1,0
2x2_Yellow,-0.9,0,-0.45,0,0,0,1,1.8
2x4_Blue,-0.45,0.6,-0.45,0,0,0,1,1.477329
2x4_Green,0.9,0.6,-0.9,0,0.7071068,0,0.7071068,0.75
2x2_Red,1.8,0.6,-0.45,0,0,0,1,1.081665
2x4_Yellow,0.9,1.2,-0.45,0,0,0,1,1.2
2x2_Yellow,-0.9,1.2,-0.45,0,0,0,1,2.163331
2x2_Blue,0.45,1.8,-0.45,0,0,0,1,1.855398


